organism_group,antibiotic,n_isolates,pct_susceptible,pct_intermediate,pct_resistant
Neisseria gonorrhoeae,cefoxitin,54,100.0,0.0,0.0
Neisseria gonorrhoeae,ceftriaxone,839,97.6,0.1,2.3
Neisseria gonorrhoeae,ciprofloxacin,817,30.7,5.5,63.8
Neisseria gonorrhoeae,gentamicin,5,80.0,20.0,0.0
Neisseria gonorrhoeae,penicillin,558,3.4,42.7,53.9
Neisseria gonorrhoeae,spectinomycin,767,100.0,0.0,0.0
Neisseria gonorrhoeae,tetracycline,810,11.5,38.8,49.8
Pasteurella multocida,amoxicillin-clavulanic acid,57,100.0,0.0,0.0
Pasteurella multocida,ampicillin,54,98.1,0.0,1.9
Pasteurella multocida,cefazolin,57,100.0,0.0,0.0
Pasteurella multocida,cefovecin,6,0.0,100.0,0.0
Pasteurella multocida,ceftiofur,16,100.0,0.0,0.0
Pasteurella multocida,chloramphenicol,53,100.0,0.0,0.0
Pasteurella multocida,chlortetracycline,16,87.5,12.5,0.0
Pasteurella multocida,danofloxacin,16,100.0,0.0,0.0
Pasteurella multocida,doxycycline,57,91.2,0.0,8.8
Pasteurella multocida,enrofloxacin,16,100.0,0.0,0.0
Pasteurella multocida,florfenicol,16,87.5,0.0,12.5
Pasteurella multocida,imipenem,57,100.0,0.0,0.0
Pasteurella multocida,oxytetracycline,16,37.5,0.0,62.5
Pasteurella multocida,penicillin,16,100.0,0.0,0.0
Pasteurella multocida,pradofloxacin,7,100.0,0.0,0.0
Pasteurella multocida,spectinomycin,16,25.0,75.0,0.0
Pasteurella multocida,trimethoprim-sulfamethoxazole,57,100.0,0.0,0.0
Pasteurella multocida,tulathromycin,16,81.2,0.0,18.8
Pluralibacter gergoviae,amikacin,8,50.0,0.0,50.0
Pluralibacter gergoviae,amoxicillin-clavulanic acid,8,25.0,0.0,75.0
Pluralibacter gergoviae,cefepime,8,0.0,0.0,100.0
Pluralibacter gergoviae,cefoxitin,8,0.0,0.0,100.0
Pluralibacter gergoviae,ceftazidime,8,25.0,0.0,75.0
Pluralibacter gergoviae,ceftriaxone,8,0.0,0.0,100.0
Pluralibacter gergoviae,ciprofloxacin,8,0.0,12.5,87.5
Pluralibacter gergoviae,ertapenem,8,12.5,0.0,87.5
Pluralibacter gergoviae,gentamicin,8,37.5,12.5,50.0
Pluralibacter gergoviae,levofloxacin,8,0.0,37.5,62.5
Pluralibacter gergoviae,meropenem,8,25.0,0.0,75.0
Pluralibacter gergoviae,nitrofurantoin,3,100.0,0.0,0.0
Pluralibacter gergoviae,piperacillin-tazobactam,7,0.0,0.0,100.0
Pluralibacter gergoviae,tetracycline,8,50.0,0.0,50.0
Pluralibacter gergoviae,tobramycin,8,37.5,12.5,50.0
Pluralibacter gergoviae,trimethoprim-sulfamethoxazole,8,50.0,0.0,50.0
Providencia alcalifaciens,amikacin,40,77.5,7.5,15.0
Providencia alcalifaciens,amoxicillin-clavulanic acid,22,45.5,9.1,45.5
Providencia alcalifaciens,ampicillin,80,53.8,0.0,46.2
Providencia alcalifaciens,ampicillin-sulbactam,60,70.0,8.3,21.7
Providencia alcalifaciens,aztreonam,24,58.3,4.2,37.5
Providencia alcalifaciens,cefalexin,3,66.7,0.0,33.3
Providencia alcalifaciens,cefalotin,3,66.7,0.0,33.3
Providencia alcalifaciens,cefazolin,23,13.0,0.0,87.0
Providencia alcalifaciens,cefepime,35,71.4,5.7,22.9
Providencia alcalifaciens,cefiderocol,3,66.7,0.0,33.3
Providencia alcalifaciens,cefoperazone,3,66.7,0.0,33.3
Providencia alcalifaciens,cefotaxime,18,38.9,5.6,55.6
Providencia alcalifaciens,cefoxitin,35,54.3,8.6,37.1
Providencia alcalifaciens,ceftazidime,38,60.5,5.3,34.2
Providencia alcalifaciens,ceftazidime-avibactam,9,77.8,0.0,22.2
Providencia alcalifaciens,ceftiofur,3,33.3,0.0,66.7
Providencia alcalifaciens,ceftolozane-tazobactam,12,41.7,0.0,58.3
Providencia alcalifaciens,ceftriaxone,36,38.9,0.0,61.1
Providencia alcalifaciens,ciprofloxacin,82,46.3,3.7,50.0
Providencia alcalifaciens,colistin,6,0.0,0.0,100.0
Providencia alcalifaciens,doripenem,14,42.9,14.3,42.9
Providencia alcalifaciens,enrofloxacin,3,66.7,0.0,33.3
Providencia alcalifaciens,ertapenem,35,48.6,5.7,45.7
Providencia alcalifaciens,florfenicol,3,33.3,0.0,66.7
Providencia alcalifaciens,gentamicin,39,46.2,17.9,35.9
Providencia alcalifaciens,imipenem,23,13.0,26.1,60.9
Providencia alcalifaciens,levofloxacin,76,47.4,6.6,46.1
Providencia alcalifaciens,marbofloxacin,3,66.7,0.0,33.3
Providencia alcalifaciens,meropenem,39,56.4,5.1,38.5
Providencia alcalifaciens,meropenem-vaborbactam,3,66.7,0.0,33.3
Providencia alcalifaciens,minocycline,9,11.1,0.0,88.9
Providencia alcalifaciens,neomycin,3,33.3,0.0,66.7
Providencia alcalifaciens,nitrofurantoin,13,15.4,0.0,84.6
Providencia alcalifaciens,piperacillin-tazobactam,37,67.6,2.7,29.7
Providencia alcalifaciens,plazomicin,7,14.3,14.3,71.4
Providencia alcalifaciens,tetracycline,32,6.2,0.0,93.8
Providencia alcalifaciens,ticarcillin-clavulanic acid,3,0.0,0.0,100.0
Providencia alcalifaciens,tigecycline,19,31.6,21.1,47.4
Providencia alcalifaciens,tobramycin,37,51.4,2.7,45.9
Providencia alcalifaciens,trimethoprim-sulfamethoxazole,82,53.7,0.0,46.3
Pseudomonas aeruginosa,amikacin,724,73.8,6.4,19.9
Pseudomonas aeruginosa,amoxicillin,8,0.0,0.0,100.0
Pseudomonas aeruginosa,amoxicillin-clavulanic acid,6,16.7,0.0,83.3
Pseudomonas aeruginosa,ampicillin,13,0.0,0.0,100.0
Pseudomonas aeruginosa,ampicillin-sulbactam,3,0.0,0.0,100.0
Pseudomonas aeruginosa,azithromycin,9,55.6,11.1,33.3
Pseudomonas aeruginosa,aztreonam,345,34.2,14.5,51.3
Pseudomonas aeruginosa,carbenicillin,8,50.0,12.5,37.5
Pseudomonas aeruginosa,cefamandole,3,0.0,0.0,100.0
Pseudomonas aeruginosa,cefazolin,49,0.0,0.0,100.0
Pseudomonas aeruginosa,cefepime,638,41.5,14.7,43.7
Pseudomonas aeruginosa,cefiderocol,10,80.0,10.0,10.0
Pseudomonas aeruginosa,cefoperazone,6,50.0,0.0,50.0
Pseudomonas aeruginosa,cefotaxime,3,0.0,0.0,100.0
Pseudomonas aeruginosa,ceftazidime,678,45.4,14.3,40.3
Pseudomonas aeruginosa,ceftazidime-avibactam,120,38.3,0.8,60.8
Pseudomonas aeruginosa,ceftiofur,64,98.4,1.6,0.0
Pseudomonas aeruginosa,ceftolozane-tazobactam,130,55.4,3.8,40.8
Pseudomonas aeruginosa,ceftriaxone,64,6.2,4.7,89.1
Pseudomonas aeruginosa,chloramphenicol,4,25.0,0.0,75.0
Pseudomonas aeruginosa,ciprofloxacin,832,35.6,4.9,59.5
Pseudomonas aeruginosa,clindamycin,7,14.3,0.0,85.7
Pseudomonas aeruginosa,colistin,248,90.3,3.6,6.0
Pseudomonas aeruginosa,delafloxacin,14,28.6,0.0,71.4
Pseudomonas aeruginosa,doripenem,115,30.4,7.8,61.7
Pseudomonas aeruginosa,enrofloxacin,63,73.0,11.1,15.9
Pseudomonas aeruginosa,ertapenem,3,66.7,0.0,33.3
Pseudomonas aeruginosa,erythromycin,11,9.1,9.1,81.8
Pseudomonas aeruginosa,gentamicin,736,44.6,4.1,51.4
Pseudomonas aeruginosa,imipenem,569,23.2,10.4,66.4
Pseudomonas aeruginosa,imipenem-relebactam,15,6.7,0.0,93.3
Pseudomonas aeruginosa,levofloxacin,544,32.2,5.9,61.9
Pseudomonas aeruginosa,marbofloxacin,64,65.6,6.2,28.1
Pseudomonas aeruginosa,meropenem,530,34.3,9.2,56.4
Pseudomonas aeruginosa,meropenem-vaborbactam,3,0.0,0.0,100.0
Pseudomonas aeruginosa,moxifloxacin,4,25.0,25.0,50.0
Pseudomonas aeruginosa,nitrofurantoin,3,0.0,0.0,100.0
Pseudomonas aeruginosa,norfloxacin,3,66.7,0.0,33.3
Pseudomonas aeruginosa,oxacillin,9,11.1,0.0,88.9
Pseudomonas aeruginosa,piperacillin,26,26.9,7.7,65.4
Pseudomonas aeruginosa,piperacillin-tazobactam,532,39.8,19.4,40.8
Pseudomonas aeruginosa,polymyxin B,197,60.9,0.5,38.6
Pseudomonas aeruginosa,streptomycin,3,33.3,0.0,66.7
Pseudomonas aeruginosa,tetracycline,5,40.0,0.0,60.0
Pseudomonas aeruginosa,ticarcillin-clavulanic acid,72,72.2,0.0,27.8
Pseudomonas aeruginosa,tigecycline,5,20.0,0.0,80.0
Pseudomonas aeruginosa,tobramycin,638,41.2,2.2,56.6
Pseudomonas aeruginosa,trimethoprim-sulfamethoxazole,8,25.0,0.0,75.0
Pseudomonas aeruginosa,vancomycin,3,66.7,0.0,33.3
Salmonella enterica,amikacin,2989,99.7,0.0,0.2
Salmonella enterica,amoxicillin,4,0.0,0.0,100.0
Salmonella enterica,amoxicillin-clavulanic acid,9610,83.9,6.7,9.4
Salmonella enterica,ampicillin,9862,74.4,0.0,25.6
Salmonella enterica,ampicillin-sulbactam,8,25.0,0.0,75.0
Salmonella enterica,azithromycin,7036,99.4,0.0,0.6
Salmonella enterica,aztreonam,5,40.0,0.0,60.0
Salmonella enterica,cefalotin,4,0.0,0.0,100.0
Salmonella enterica,cefazolin,10,20.0,0.0,80.0
Salmonella enterica,cefepime,10,70.0,0.0,30.0
Salmonella enterica,cefotaxime,96,91.7,1.0,7.3
Salmonella enterica,cefoxitin,9620,90.5,1.1,8.4
Salmonella enterica,ceftazidime,251,78.9,0.0,21.1
Salmonella enterica,ceftiofur,4853,85.1,0.2,14.7
Salmonella enterica,ceftriaxone,9629,87.1,0.1,12.8
Salmonella enterica,chloramphenicol,9853,92.4,1.0,6.6
Salmonella enterica,ciprofloxacin,9859,89.5,1.3,9.2
Salmonella enterica,colistin,1075,8.2,91.4,0.4
Salmonella enterica,doripenem,6,83.3,0.0,16.7
Salmonella enterica,ertapenem,11,90.9,0.0,9.1
Salmonella enterica,gentamicin,9853,86.7,3.6,9.7
Salmonella enterica,imipenem,162,99.4,0.0,0.6
Salmonella enterica,kanamycin,3884,87.0,0.7,12.3
Salmonella enterica,levofloxacin,10,80.0,10.0,10.0
Salmonella enterica,meropenem,4843,100.0,0.0,0.0
Salmonella enterica,minocycline,3,66.7,0.0,33.3
Salmonella enterica,nalidixic acid,9688,91.3,0.0,8.7
Salmonella enterica,nitrofurantoin,5,80.0,20.0,0.0
Salmonella enterica,piperacillin,3,66.7,0.0,33.3
Salmonella enterica,piperacillin-tazobactam,7,42.9,0.0,57.1
Salmonella enterica,polymyxin B,3,100.0,0.0,0.0
Salmonella enterica,streptomycin,8755,62.0,0.0,38.0
Salmonella enterica,sulfamethoxazole,432,78.9,0.0,21.1
Salmonella enterica,sulfisoxazole,9257,70.3,0.0,29.7
Salmonella enterica,sulfonamide,4,0.0,0.0,100.0
Salmonella enterica,tetracycline,9851,49.0,0.4,50.6
Salmonella enterica,ticarcillin,4,0.0,0.0,100.0
Salmonella enterica,tigecycline,90,100.0,0.0,0.0
Salmonella enterica,tobramycin,10,40.0,0.0,60.0
Salmonella enterica,trimethoprim,82,98.8,0.0,1.2
Salmonella enterica,trimethoprim-sulfamethoxazole,9631,96.5,0.0,3.5
Serratia marcescens,amikacin,63,73.0,1.6,25.4
Serratia marcescens,amoxicillin-clavulanic acid,54,38.9,0.0,61.1
Serratia marcescens,ampicillin,40,47.5,0.0,52.5
Serratia marcescens,ampicillin-sulbactam,18,5.6,0.0,94.4
Serratia marcescens,aztreonam,20,35.0,0.0,65.0
Serratia marcescens,cefalexin,17,100.0,0.0,0.0
Serratia marcescens,cefalotin,17,100.0,0.0,0.0
Serratia marcescens,cefazolin,20,0.0,0.0,100.0
Serratia marcescens,cefepime,63,77.8,7.9,14.3
Serratia marcescens,cefoperazone,17,76.5,11.8,11.8
Serratia marcescens,cefotaxime,18,72.2,0.0,27.8
Serratia marcescens,cefoxitin,41,53.7,7.3,39.0
Serratia marcescens,ceftazidime,63,74.6,3.2,22.2
Serratia marcescens,ceftazidime-avibactam,4,100.0,0.0,0.0
Serratia marcescens,ceftiofur,17,88.2,0.0,11.8
Serratia marcescens,ceftolozane-tazobactam,19,57.9,0.0,42.1
Serratia marcescens,ceftriaxone,65,69.2,1.5,29.2
Serratia marcescens,chloramphenicol,7,14.3,57.1,28.6
Serratia marcescens,ciprofloxacin,65,73.8,4.6,21.5
Serratia marcescens,colistin,7,0.0,0.0,100.0
Serratia marcescens,doripenem,12,75.0,0.0,25.0
Serratia marcescens,enrofloxacin,17,52.9,29.4,17.6
Serratia marcescens,ertapenem,57,68.4,0.0,31.6
Serratia marcescens,erythromycin,3,33.3,33.3,33.3
Serratia marcescens,florfenicol,17,58.8,41.2,0.0
Serratia marcescens,gentamicin,65,64.6,4.6,30.8
Serratia marcescens,imipenem,37,45.9,5.4,48.6
Serratia marcescens,levofloxacin,46,80.4,4.3,15.2
Serratia marcescens,linezolid,3,100.0,0.0,0.0
Serratia marcescens,marbofloxacin,17,35.3,23.5,41.2
Serratia marcescens,meropenem,62,64.5,1.6,33.9
Serratia marcescens,minocycline,8,87.5,0.0,12.5
Serratia marcescens,neomycin,17,0.0,5.9,94.1
Serratia marcescens,nitrofurantoin,4,25.0,0.0,75.0
Serratia marcescens,piperacillin-tazobactam,41,73.2,7.3,19.5
Serratia marcescens,polymyxin B,7,14.3,0.0,85.7
Serratia marcescens,tetracycline,47,12.8,19.1,68.1
Serratia marcescens,ticarcillin-clavulanic acid,17,88.2,0.0,11.8
Serratia marcescens,tigecycline,19,94.7,5.3,0.0
Serratia marcescens,tobramycin,47,68.1,8.5,23.4
Serratia marcescens,trimethoprim-sulfamethoxazole,65,75.4,0.0,24.6
Serratia marcescens,vancomycin,3,100.0,0.0,0.0
Staphylococcus aureus,amikacin,14,85.7,0.0,14.3
Staphylococcus aureus,amoxicillin,4,0.0,0.0,100.0
Staphylococcus aureus,amoxicillin-clavulanic acid,10,70.0,0.0,30.0
Staphylococcus aureus,ampicillin,6,0.0,0.0,100.0
Staphylococcus aureus,ampicillin-sulbactam,13,53.8,0.0,46.2
Staphylococcus aureus,azithromycin,3,66.7,33.3,0.0
Staphylococcus aureus,carbenicillin,3,66.7,33.3,0.0
Staphylococcus aureus,cefazolin,13,69.2,0.0,30.8
Staphylococcus aureus,cefoxitin,137,21.2,0.0,78.8
Staphylococcus aureus,ceftaroline,297,91.2,0.0,8.8
Staphylococcus aureus,ceftriaxone,14,71.4,0.0,28.6
Staphylococcus aureus,chloramphenicol,12,91.7,8.3,0.0
Staphylococcus aureus,ciprofloxacin,438,94.3,0.0,5.7
Staphylococcus aureus,clindamycin,956,66.8,0.2,32.9
Staphylococcus aureus,daptomycin,708,92.2,0.0,7.8
Staphylococcus aureus,delafloxacin,16,43.8,0.0,56.2
Staphylococcus aureus,doxycycline,128,71.9,6.2,21.9
Staphylococcus aureus,erythromycin,969,52.2,0.9,46.9
Staphylococcus aureus,fusidic acid,273,95.6,0.0,4.4
Staphylococcus aureus,gentamicin,790,90.4,0.0,9.6
Staphylococcus aureus,imipenem,9,100.0,0.0,0.0
Staphylococcus aureus,levofloxacin,483,65.6,0.0,34.4
Staphylococcus aureus,linezolid,723,95.4,0.0,4.6
Staphylococcus aureus,meropenem,11,100.0,0.0,0.0
Staphylococcus aureus,minocycline,157,100.0,0.0,0.0
Staphylococcus aureus,moxifloxacin,158,94.3,2.5,3.2
Staphylococcus aureus,mupirocin,298,82.2,0.0,17.8
Staphylococcus aureus,nitrofurantoin,272,99.3,0.0,0.7
Staphylococcus aureus,oxacillin,977,67.1,0.0,32.9
Staphylococcus aureus,penicillin,475,10.5,0.0,89.5
Staphylococcus aureus,quinupristin,4,100.0,0.0,0.0
Staphylococcus aureus,rifampin,976,96.2,0.1,3.7
Staphylococcus aureus,synercid,3,100.0,0.0,0.0
Staphylococcus aureus,tedizolid,25,8.0,8.0,84.0
Staphylococcus aureus,teicoplanin,271,99.6,0.0,0.4
Staphylococcus aureus,tetracycline,763,88.7,0.1,11.1
Staphylococcus aureus,tigecycline,154,100.0,0.0,0.0
Staphylococcus aureus,tobramycin,5,80.0,0.0,20.0
Staphylococcus aureus,trimethoprim,8,75.0,0.0,25.0
Staphylococcus aureus,trimethoprim-sulfamethoxazole,909,93.2,0.0,6.8
Staphylococcus aureus,vancomycin,902,96.7,0.6,2.8
Staphylococcus pseudintermedius,chloramphenicol,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,ciprofloxacin,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,clindamycin,5,20.0,0.0,80.0
Staphylococcus pseudintermedius,doxycycline,5,20.0,80.0,0.0
Staphylococcus pseudintermedius,enrofloxacin,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,erythromycin,5,20.0,0.0,80.0
Staphylococcus pseudintermedius,gentamicin,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,mupirocin,5,100.0,0.0,0.0
Staphylococcus pseudintermedius,oxacillin,5,40.0,0.0,60.0
Staphylococcus pseudintermedius,trimethoprim-sulfamethoxazole,5,20.0,0.0,80.0
Stenotrophomonas maltophilia,chloramphenicol,3,33.3,66.7,0.0
Stenotrophomonas maltophilia,trimethoprim-sulfamethoxazole,28,10.7,71.4,17.9
Streptococcus agalactiae,daptomycin,5,100.0,0.0,0.0
Streptococcus agalactiae,levofloxacin,10,100.0,0.0,0.0
Streptococcus agalactiae,linezolid,10,100.0,0.0,0.0
Streptococcus agalactiae,moxifloxacin,5,100.0,0.0,0.0
Streptococcus agalactiae,penicillin,5,100.0,0.0,0.0
Streptococcus agalactiae,tetracycline,6,100.0,0.0,0.0
Streptococcus agalactiae,tigecycline,5,100.0,0.0,0.0
Streptococcus agalactiae,vancomycin,10,100.0,0.0,0.0
Streptococcus pneumoniae,amoxicillin,167,92.8,4.8,2.4
Streptococcus pneumoniae,benzylpenicillin,74,21.6,43.2,35.1
Streptococcus pneumoniae,cefotaxime,166,98.2,1.8,0.0
Streptococcus pneumoniae,ceftriaxone,241,85.9,12.0,2.1
Streptococcus pneumoniae,cefuroxime,166,89.8,0.6,9.6
Streptococcus pneumoniae,chloramphenicol,166,98.2,0.0,1.8
Streptococcus pneumoniae,ciprofloxacin,166,100.0,0.0,0.0
Streptococcus pneumoniae,clindamycin,303,96.0,0.3,3.6
Streptococcus pneumoniae,erythromycin,304,71.7,0.3,28.0
Streptococcus pneumoniae,levofloxacin,166,100.0,0.0,0.0
Streptococcus pneumoniae,linezolid,166,100.0,0.0,0.0
Streptococcus pneumoniae,meropenem,167,90.4,4.2,5.4
Streptococcus pneumoniae,penicillin,303,97.7,1.3,1.0
Streptococcus pneumoniae,rifampin,166,100.0,0.0,0.0
Streptococcus pneumoniae,synercid,166,100.0,0.0,0.0
Streptococcus pneumoniae,tetracycline,303,93.4,0.3,6.3
Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,303,82.2,13.5,4.3
Streptococcus pneumoniae,vancomycin,240,100.0,0.0,0.0
Streptococcus pyogenes,amoxicillin,27,100.0,0.0,0.0
Streptococcus pyogenes,clindamycin,27,92.6,0.0,7.4
Streptococcus pyogenes,erythromycin,27,92.6,0.0,7.4
Streptococcus pyogenes,penicillin,27,100.0,0.0,0.0
Vibrio metschnikovii,amoxicillin-clavulanic acid,3,100.0,0.0,0.0
Vibrio metschnikovii,ampicillin,3,33.3,0.0,66.7
Vibrio metschnikovii,cefoxitin,3,100.0,0.0,0.0
Vibrio metschnikovii,ciprofloxacin,3,100.0,0.0,0.0
Vibrio metschnikovii,gentamicin,3,100.0,0.0,0.0
Vibrio metschnikovii,meropenem,3,100.0,0.0,0.0
Vibrio metschnikovii,tetracycline,3,100.0,0.0,0.0
Vibrio metschnikovii,trimethoprim-sulfamethoxazole,3,100.0,0.0,0.0
Vibrio parahaemolyticus,amoxicillin-clavulanic acid,9,100.0,0.0,0.0
Vibrio parahaemolyticus,ampicillin,9,33.3,0.0,66.7
Vibrio parahaemolyticus,cefoxitin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,ciprofloxacin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,gentamicin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,meropenem,9,100.0,0.0,0.0
Vibrio parahaemolyticus,tetracycline,9,77.8,0.0,22.2
Vibrio parahaemolyticus,trimethoprim-sulfamethoxazole,9,100.0,0.0,0.0
